Query,Data_address,Label,Related
"""There are 7 tasks that must be run on 3 CPUs, with frequencies of 1.33, 2, and $2.66 \mathrm{GHz}$ respectively (each processor can only run one task at a time). The basic instructions (in billions of instructions, BI) for each task are stored in 18.csv

Arrange the tasks onto the processors to minimize the completion time of the last task. Use COPTPY to solve the problem.""",Large_Scale_Or_Files/Other_example/18.csv,"## Mathematical Model

**Minimize**

$$
C_{\max}
$$

**subject to**

$$
x_{1,1} + x_{2,1} + x_{3,1} = 1 \quad (\text{task 1 assigned})
$$

$$
x_{1,2} + x_{2,2} + x_{3,2} = 1 \quad (\text{task 2 assigned})
$$

$$
x_{1,3} + x_{2,3} + x_{3,3} = 1 \quad (\text{task 3 assigned})
$$

$$
x_{1,4} + x_{2,4} + x_{3,4} = 1 \quad (\text{task 4 assigned})
$$

$$
x_{1,5} + x_{2,5} + x_{3,5} = 1 \quad (\text{task 5 assigned})
$$

$$
x_{1,6} + x_{2,6} + x_{3,6} = 1 \quad (\text{task 6 assigned})
$$

$$
x_{1,7} + x_{2,7} + x_{3,7} = 1 \quad (\text{task 7 assigned})
$$

**CPU time constraints**

$$
\frac{1.1}{1.33}x_{1,1} + \frac{2.1}{1.33}x_{1,2} + \frac{3}{1.33}x_{1,3}
+ \frac{1}{1.33}x_{1,4} + \frac{0.7}{1.33}x_{1,5} + \frac{5}{1.33}x_{1,6}
+ \frac{3}{1.33}x_{1,7} \leq C_{\max}
\quad (\text{CPU 1 time})
$$

$$
\frac{1.1}{2}x_{2,1} + \frac{2.1}{2}x_{2,2} + \frac{3}{2}x_{2,3}
+ \frac{1}{2}x_{2,4} + \frac{0.7}{2}x_{2,5} + \frac{5}{2}x_{2,6}
+ \frac{3}{2}x_{2,7} \leq C_{\max}
\quad (\text{CPU 2 time})
$$

$$
\frac{1.1}{2.66}x_{3,1} + \frac{2.1}{2.66}x_{3,2} + \frac{3}{2.66}x_{3,3}
+ \frac{1}{2.66}x_{3,4} + \frac{0.7}{2.66}x_{3,5} + \frac{5}{2.66}x_{3,6}
+ \frac{3}{2.66}x_{3,7} \leq C_{\max}
\quad (\text{CPU 3 time})
$$

**where**

$$
x_{i,j} \in \{0,1\} 
\quad (\text{binary, indicates if task } j \text{ assigned to CPU } i)
$$

$$
C_{\max} \geq 0 
\quad (\text{continuous, completion time})
$$",
"A traveling salesman must visit 7 customers at 7 different locations, and the (symmetric) distance matrix is restored in 20.csv file.
Develop a mathematical program to determine the visiting order starting from location 1 and ending at location 1, in order to minimize the traveling distance, and solve it using COPTPY.",Large_Scale_Or_Files/Other_example/20.csv,"## Mathematical Model

**Minimize**

$$
\sum_{i=1}^7 \sum_{\substack{j=1 \\ j \neq i}}^7 d_{i,j} \, x_{i,j}
$$

**subject to**

$$
\sum_{\substack{j=1 \\ j \neq i}}^7 x_{i,j} = 1 
\quad \text{for all } i = 1,\ldots,7 
\quad (\text{leave each city once})
$$

$$
\sum_{\substack{i=1 \\ i \neq j}}^7 x_{i,j} = 1 
\quad \text{for all } j = 1,\ldots,7 
\quad (\text{enter each city once})
$$

**MTZ subtour elimination constraints**

$$
u_i - u_j + 7\, x_{i,j} \leq 6 
\quad \text{for all } i,j = 2,\ldots,7,\ i \neq j
$$

**where**

$$
x_{i,j} \in \{0,1\} 
\quad \text{for all } i \neq j
\quad (\text{binary, traveling from } i \text{ to } j)
$$

$$
u_i \in [2,7]
\quad \text{for } i = 2,\ldots,7
\quad (\text{continuous MTZ ordering variables})
$$",
"A certain brand of wine is made by blending three grades of wine. The daily supply and unit cost of these three grades of wine are shown in 30-1.csv.


Assume that there are three brands (red, yellow, blue) for this type of wine, and the blending ratios and selling prices for each brand are shown in 30-2.csv. The decision maker specifies that the wines for each brand must be blended strictly according to the specified ratios, followed by maximizing profit, and ensuring that the red brand produces at least 2000 kg per day. Formulate the mathematical model.","Large_Scale_Or_Files/Other_example/30-1.csv
Large_Scale_Or_Files/Other_example/30-2.csv","## Mathematical Model

**Maximize**

$$
5.5\, (x_{R1} + x_{R2} + x_{R3})
+ 5.0\, (x_{Y1} + x_{Y2} + x_{Y3})
+ 4.8\, (x_{B1} + x_{B2} + x_{B3})
- 6\, (x_{R1} + x_{Y1} + x_{B1})
- 4.5\, (x_{R2} + x_{Y2} + x_{B2})
- 3\, (x_{R3} + x_{Y3} + x_{B3})
$$

**subject to**

$$
x_{R1} + x_{Y1} + x_{B1} \leq 1500 
\quad (\text{Grade I supply limit})
$$

$$
x_{R2} + x_{Y2} + x_{B2} \leq 2000 
\quad (\text{Grade II supply limit})
$$

$$
x_{R3} + x_{Y3} + x_{B3} \leq 1000 
\quad (\text{Grade III supply limit})
$$

**Brand Red constraints**

$$
x_{R1} \leq 0.10\, (x_{R1} + x_{R2} + x_{R3}) 
\quad (\text{Red: Grade I < 10\%})
$$

$$
x_{R2} \geq 0.50\, (x_{R1} + x_{R2} + x_{R3}) 
\quad (\text{Red: Grade II > 50\%})
$$

**Brand Yellow constraints**

$$
x_{Y3} \leq 0.70\, (x_{Y1} + x_{Y2} + x_{Y3}) 
\quad (\text{Yellow: Grade III < 70\%})
$$

$$
x_{Y1} \geq 0.20\, (x_{Y1} + x_{Y2} + x_{Y3}) 
\quad (\text{Yellow: Grade I > 20\%})
$$

**Brand Blue constraints**

$$
x_{B1} \leq 0.50\, (x_{B1} + x_{B2} + x_{B3}) 
\quad (\text{Blue: Grade I < 50\%})
$$

$$
x_{B2} \geq 0.10\, (x_{B1} + x_{B2} + x_{B3}) 
\quad (\text{Blue: Grade II > 10\%})
$$

**Minimum production constraint**

$$
(x_{R1} + x_{R2} + x_{R3}) \geq 2000 
\quad (\text{Red brand minimum production})
$$

**where**

$$
x_{ij} \geq 0 
\quad \text{for } 
i \in \{R, Y, B\} 
\ (\text{brands: Red, Yellow, Blue}),
\quad 
j \in \{1,2,3\} 
\ (\text{grades: I, II, III})
$$",
"A product consists of three components, which are produced by four workshops. The total number of production hours available for each workshop is limited. 31.csv shows the productivity of the three components. The objective is to determine how many hours should be allocated to each component in each workshop in order to maximize the number of completed products. Represent this problem as a linear programming problem.",Large_Scale_Or_Files/Other_example/31.csv,"## Mathematical Model

**Maximize**

$$
N
$$

**subject to**

$$
x_{A1} + x_{A2} + x_{A3} \leq 100 
\quad (\text{workshop A hours})
$$

$$
x_{B1} + x_{B2} + x_{B3} \leq 150 
\quad (\text{workshop B hours})
$$

$$
x_{C1} + x_{C2} + x_{C3} \leq 80 
\quad (\text{workshop C hours})
$$

$$
x_{D1} + x_{D2} + x_{D3} \leq 200 
\quad (\text{workshop D hours})
$$

**component requirements**

$$
10\, x_{A1} + 15\, x_{B1} + 20\, x_{C1} + 10\, x_{D1} \geq N 
\quad (\text{component 1})
$$

$$
15\, x_{A2} + 10\, x_{B2} + 5\, x_{C2} + 15\, x_{D2} \geq N 
\quad (\text{component 2})
$$

$$
5\, x_{A3} + 5\, x_{B3} + 10\, x_{C3} + 20\, x_{D3} \geq N 
\quad (\text{component 3})
$$

**where**

$$
x_{wc} \geq 0 
\quad \text{for all } 
w \in \{A,B,C,D\},\, 
c \in \{1,2,3\}
$$

$$
N \geq 0 
\quad (\text{number of completed products})
$$",
"A company plans to produce three products A_{1}, A_{2}, A_{3}. It can produce for 22 days in a month. The 36-1.csv file gives the maximum demand (in units of 100 kg), prices ($/100 kg), production costs (per 100 kg of product), and production quotas (the maximum number of units of 100 kg of product that can be produced in a day if all production lines are dedicated to that product).

The fixed activation cost for each production line is shown in 36-2.csv.

The minimum production batch sizes are shown in 36-3.csv.

The objective is to determine the production plan that maximizes total profit, accounting for total revenue, production costs, fixed activation costs, and minimum batch size restrictions.

Furthermore, we only consider integer decision variables, meaning the quantities of products produced are integer multiples of 100 kg. The binary decisions on whether to activate each production line are also integer (0 or 1).","Large_Scale_Or_Files/Other_example/36-1.csv
Large_Scale_Or_Files/Other_example/36-2.csv
Large_Scale_Or_Files/Other_example/36-3.csv","## Mathematical Model

**Maximize**

$$
50.7\, x_1 - 170{,}000\, y_1 
+ 56.1\, x_2 - 150{,}000\, y_2 
+ 49.6\, x_3 - 100{,}000\, y_3
$$

**subject to**

$$
x_1 \leq 5300 
\quad (\text{product 1 demand})
$$

$$
x_2 \leq 4500 
\quad (\text{product 2 demand})
$$

$$
x_3 \leq 5400 
\quad (\text{product 3 demand})
$$

$$
x_1 \leq 11{,}000 
\quad (\text{product 1 monthly quota})
$$

$$
x_2 \leq 9{,}900 
\quad (\text{product 2 monthly quota})
$$

$$
x_3 \leq 12{,}100 
\quad (\text{product 3 monthly quota})
$$

$$
x_1 \geq 20\, y_1 
\quad (\text{minimum batch for product 1})
$$

$$
x_2 \geq 20\, y_2 
\quad (\text{minimum batch for product 2})
$$

$$
x_3 \geq 16\, y_3 
\quad (\text{minimum batch for product 3})
$$

$$
x_1 \leq 5300\, y_1 
\quad (\text{linking product 1 activation})
$$

$$
x_2 \leq 4500\, y_2 
\quad (\text{linking product 2 activation})
$$

$$
x_3 \leq 5400\, y_3 
\quad (\text{linking product 3 activation})
$$

**where**

$$
x_1, x_2, x_3 \geq 0 
\quad (\text{integer, production amount in 100kg units})
$$

$$
y_1, y_2, y_3 \in \{0,1\} 
\quad (\text{binary, activation of production line})
$$",
"A factory needs to rent a warehouse to store materials for the next 4 months. The required warehouse area for each month is listed in 39-1.csv.The longer the rental contract period, the greater the discount on warehouse rental fees. The specific data is listed in 39-2.csv.

The warehouse rental contract can be processed at the beginning of each month, and each contract specifies the rental area and period. Therefore, the factory can rent a contract on any month, and each time, they can sign one contract or multiple contracts with different rental areas and rental periods. The overall goal is to minimize the rental fees paid. Try to establish a linear programming mathematical model based on the above requirements.","Large_Scale_Or_Files/Other_example/39-1.csv
Large_Scale_Or_Files/Other_example/39-2.csv","## Mathematical Model

**Minimize**

$$
28\, (x_{1,1} + x_{2,1} + x_{3,1} + x_{4,1})
+ 45\, (x_{1,2} + x_{2,2} + x_{3,2})
+ 60\, (x_{1,3} + x_{2,3})
+ 73\, x_{1,4}
$$

**subject to**

$$
x_{1,1} + x_{1,2} + x_{1,3} + x_{1,4} \geq 1500 
\quad (\text{month 1})
$$

$$
x_{1,2} + x_{1,3} + x_{1,4} + x_{2,1} + x_{2,2} + x_{2,3} \geq 1000 
\quad (\text{month 2})
$$

$$
x_{1,3} + x_{1,4} + x_{2,2} + x_{2,3} + x_{3,1} + x_{3,2} \geq 2000 
\quad (\text{month 3})
$$

$$
x_{1,4} + x_{2,3} + x_{3,2} + x_{4,1} \geq 1200 
\quad (\text{month 4})
$$

**where**

$$
x_{s,p} \geq 0 
\quad \text{for } s \in \{1,2,3,4\},\ p \in \{1,2,3,4\}
\quad \text{only if } s+p-1 \leq 4
$$",
"Red Bean Clothing Factory uses three specialized machines to produce shirts, short-sleeved shirts, and casual wear. The labor, material, selling price, and variable cost per unit for the three products are given in 41.csv.

It is known that the factory has a weekly labor capacity of 150 units and a material capacity of 160 units. The fixed costs per week for producing shirts, short-sleeved shirts, and casual wear with the specialized machines are 2000, 1500, and 1000, respectively. The factory incurs a total fixed cost of $4500 per week, regardless of how many products are produced. Design a weekly production plan for the factory to maximize profit.",Large_Scale_Or_Files/Other_example/41.csv,"## Mathematical Model

**Maximize**

$$
Z = 60\, x_1 + 40\, x_2 + 100\, x_3 - 4500
$$

**subject to**

$$
3\, x_1 + 2\, x_2 + 6\, x_3 \leq 150 
\quad (\text{labor constraint})
$$

$$
4\, x_1 + 3\, x_2 + 6\, x_3 \leq 160 
\quad (\text{material constraint})
$$

**where**

$$
x_1, x_2, x_3 \geq 0
$$

$$
x_1 = \text{shirts}, 
\quad x_2 = \text{short-sleeved shirts}, 
\quad x_3 = \text{casual wear}
$$",
"For a certain daytime and nighttime service bus route, the number of drivers and crew members required during each time period is given in 42.csv:

Assuming that the drivers and crew members start working at the beginning of each time period and work continuously for 8 hours, how many drivers and crew members should be assigned to this bus route at least? Write down the linear programming model for this problem.",Large_Scale_Or_Files/Other_example/42.csv,"## Mathematical Model

**Minimize**

$$
x_1 + x_2 + x_3 + x_4 + x_5 + x_6
$$

**subject to**

$$
x_1 + x_6 \geq 60 \quad (\text{shift 1 requirement})
$$

$$
x_1 + x_2 \geq 70 \quad (\text{shift 2 requirement})
$$

$$
x_2 + x_3 \geq 60 \quad (\text{shift 3 requirement})
$$

$$
x_3 + x_4 \geq 50 \quad (\text{shift 4 requirement})
$$

$$
x_4 + x_5 \geq 20 \quad (\text{shift 5 requirement})
$$

$$
x_5 + x_6 \geq 30 \quad (\text{shift 6 requirement})
$$

**where**

$$
x_1, x_2, x_3, x_4, x_5, x_6 \geq 0 
\quad \text{and are integers}
$$",
"A factory produces three products, I, II, and III. Each product goes through two processing procedures, A and B. The factory has two types of equipment, A1 and A2, to complete procedure A, and three types of equipment, B1, B2, and B3, to complete procedure B. Product I can be processed on either type of A equipment or any type of B equipment. Product II can be processed on any type of A equipment, but when completing procedure B, it can only be processed on B1 equipment. Product III can only be processed on A2 and B2 equipment. Given the processing time, raw material cost, product selling price, available equipment operating time, and equipment cost at full load for each type of equipment, as shown in 43.csv, determine the optimal production plan to maximize profit.",Large_Scale_Or_Files/Other_example/43.csv,"## Mathematical Model

**Maximize**

$$
Z = 1.00\, x_I + 1.65\, x_{II} + 2.30\, x_{III}
- \frac{300\, (5\, x_{I,A1} + 10\, x_{II,A1})}{6000}
- \frac{321\, (7\, x_{I,A2} + 9\, x_{II,A2} + 12\, x_{III,A2})}{10000}
- \frac{250\, (6\, x_{I,B1} + 8\, x_{II,B1})}{4000}
- \frac{783\, (4\, x_{I,B2} + 11\, x_{III,B2})}{7000}
- \frac{200\, (7\, x_{I,B3})}{4000}
$$

**subject to**

$$
x_I = x_{I,A1} + x_{I,A2}
\quad (\text{Product I, procedure A})
$$

$$
x_{II} = x_{II,A1} + x_{II,A2}
\quad (\text{Product II, procedure A})
$$

$$
x_{III} = x_{III,A2}
\quad (\text{Product III, procedure A})
$$

$$
x_I = x_{I,B1} + x_{I,B2} + x_{I,B3}
\quad (\text{Product I, procedure B})
$$

$$
x_{II} = x_{II,B1}
\quad (\text{Product II, procedure B})
$$

$$
x_{III} = x_{III,B2}
\quad (\text{Product III, procedure B})
$$

**equipment time constraints**

$$
5\, x_{I,A1} + 10\, x_{II,A1} \leq 6000 
\quad (\text{equipment time A1})
$$

$$
7\, x_{I,A2} + 9\, x_{II,A2} + 12\, x_{III,A2} \leq 10000 
\quad (\text{equipment time A2})
$$

$$
6\, x_{I,B1} + 8\, x_{II,B1} \leq 4000 
\quad (\text{equipment time B1})
$$

$$
4\, x_{I,B2} + 11\, x_{III,B2} \leq 7000 
\quad (\text{equipment time B2})
$$

$$
7\, x_{I,B3} \leq 4000
\quad (\text{equipment time B3})
$$

**where**

$$
x_{I,A1}, x_{I,A2}, x_{II,A1}, x_{II,A2}, x_{III,A2} \geq 0
$$

$$
x_{I,B1}, x_{I,B2}, x_{I,B3}, x_{II,B1}, x_{III,B2} \geq 0
$$

$$
x_I, x_{II}, x_{III} \geq 0
$$",
"A certain restaurant operates 24 hours a day and requires a minimum number of waitstaff as shown in 44.csv.

Each waitstaff works continuously for 8 hours a day. The goal is to find the minimum number of waitstaff that satisfies the above conditions and represent this problem as a linear programming model.",Large_Scale_Or_Files/Other_example/44.csv,"## Mathematical Model

**Minimize**

$$
x_1 + x_2 + x_3 + x_4 + x_5 + x_6
$$

**subject to**

$$
x_1 + x_6 \geq 4 
\quad (\text{coverage from 2am to 6am})
$$

$$
x_1 + x_2 \geq 8 
\quad (\text{coverage from 6am to 10am})
$$

$$
x_2 + x_3 \geq 10 
\quad (\text{coverage from 10am to 2pm})
$$

$$
x_3 + x_4 \geq 4 
\quad (\text{coverage from 2pm to 6pm})
$$

$$
x_4 + x_5 \geq 8 
\quad (\text{coverage from 6pm to 10pm})
$$

$$
x_5 + x_6 \geq 4 
\quad (\text{coverage from 10pm to 2am})
$$

**where**

$$
x_1, x_2, x_3, x_4, x_5, x_6 \geq 0 
\quad \text{and are integers}
$$",
"A company has a fixed investment budget and is evaluating a series of potential investment projects. Each project requires an initial investment and is expected to generate a specific Net Present Value (NPV). The company's goal is to select a portfolio of projects that will maximize the total expected NPV while ensuring that the total investment does not exceed the available budget, as described in project.csv. The company's total budget is $1000000.",Large_Scale_Or_Files/Other_example/1/project.csv,"\[
\max Z = 60x_{1} + 50x_{2} + 45x_{3} + 35x_{4} +28x_{5}
\]


\[
50x_{1} + 40x_{2} + 30x_{3} + 25x_{4} + 20x_{5}
\le 1000000
\]


\[
x_{j} \in \{0,1\},\quad j = 1,2,3,4,5
\]",
"A company plans to open a number of new warehouses to serve a group of customers. The decision maker is faced with the challenge of balancing the fixed costs of opening the warehouses with the variable costs of transporting goods from the warehouses to the customers. Each potential warehouse location has a fixed annual operating cost and a maximum service capacity. All customers' needs must be met . The needs about the customer are in table demand.csv and the transport costs are in table cost.csv. Currently there are two potential warehouses to choose from, Warehouse W1 has a fixed annual cost of $2,000,000 and a capacity of 1,000.Warehouse W2 has a fixed annual cost of $2,500,000 and a capacity of 1,500.The company's objective is to minimise costs while meeting the needs of its customers.","Large_Scale_Or_Files/Other_example/2/cost.csv
Large_Scale_Or_Files/Other_example/2/demand.csv","**Objective Function:** 
\[
\min Z = 2\,000\,000\,y_{W1} +\; 2\,500\,000\,y_{W2}
+\bigl(10x_{C1,W1} + 15x_{C2,W1} + 20x_{C3,W1}
+ 18x_{C1,W2} + 12x_{C2,W2} + 9x_{C3,W2}\bigr)
\]

**Constraints:** 
\[
x_{C1,W1} + x_{C1,W2} = 800
\]
\[
x_{C2,W1} + x_{C2,W2} = 600
\]
\[
x_{C3,W1} + x_{C3,W2} = 500
\]
\[
x_{C1,W1} + x_{C2,W1} + x_{C3,W1} \le 1000\,y_{W1}
\]
\[
x_{C1,W2} + x_{C2,W2} + x_{C3,W2} \le 1500\,y_{W2}
\]

**Decision Variables:** 
\[
y_j \in \{0,1\}, \quad j \in \{W1, W2\}
\]
\[
x_{ij} \ge 0, \quad i \in \{C1, C2, C3\}, j \in \{W1, W2\}
\]",
"There are 3 candidate plants F1, F2, and F3, which can be built or not, and 3 customers C1, C2, and C3, which have fixed demand and need to be distributed by the built plants. The unit transport cost per factory-customer distribution and the fixed construction cost of the factories are shown in cost.csv, and the customer demand is shown in demand.csv. How should the factories be built to minimise the cost while meeting the customer demand?","Large_Scale_Or_Files/Other_example/3/cost.csv
Large_Scale_Or_Files/Other_example/3/demand.csv","**Objective Function:** 
\[
\min Z = 10\,000\,y_{1} + 12\,000\,y_{2} + 15\,000\,y_{3}
+c_{11}x_{11} + c_{12}x_{12} + c_{13}x_{13}
+ c_{21}x_{21} + c_{22}x_{22} + c_{23}x_{23}
+ c_{31}x_{31} + c_{32}x_{32} + c_{33}x_{33}
\]

**Constraints:** 
Demand requirements: 
\[
x_{11} + x_{12} + x_{13} = 80
\]
\[
x_{21} + x_{22} + x_{23} = 100
\]
\[
x_{31} + x_{32} + x_{33} = 60
\]

Capacity constraints for facility 1: 
\[
x_{11} + x_{21} + x_{31} \le 150\,y_{1}
\]
\[
x_{12} + x_{22} + x_{32} \le 150\,y_{1}
\]
\[
x_{13} + x_{23} + x_{33} \le 150\,y_{1}
\]

Capacity constraints for facility 2: 
\[
x_{11} + x_{21} + x_{31} \le 200\,y_{2}
\]
\[
x_{12} + x_{22} + x_{32} \le 200\,y_{2}
\]
\[
x_{13} + x_{23} + x_{33} \le 200\,y_{2}
\]

Capacity constraints for facility 3: 
\[
x_{11} + x_{21} + x_{31} \le 180\,y_{3}
\]
\[
x_{12} + x_{22} + x_{32} \le 180\,y_{3}
\]
\[
x_{13} + x_{23} + x_{33} \le 180\,y_{3}
\]

**Decision Variables:** 
\[
x_{ij} \ge 0,\quad \forall i,j
\]
\[
y_{j} \in \{0,1\},\quad j = 1,2,3
\]",
"A shopping centre needs to select items for display. Currently there are 5 items, each with a value and weight limit. The merchandise counter holds 15 units of weight. The value and weight information for the items is shown in table value.csv. The goal is to select a number of items so that the total value is maximized and the total weight does not exceed the weight.",Large_Scale_Or_Files/Other_example/4/value.csv,"**Objective Function:** 
\[
\max Z = 10x_{1} + 40x_{2} + 30x_{3} + 50x_{4} + 35x_{5}
\]

**Constraint:** 
\[
2x_{1} + 5x_{2} + 4x_{3} + 8x_{4} + 7x_{5}
\le 15
\]

**Decision Variables:** 
\[
x_{i} \in \{0,1\}, \quad i = 1,2,3,4,5
\]",
"Service centres need to be opened at four customer locations 1,2,3,4. Each centre has a fixed cost, and the cost of serving customers varies from centre to centre. The exact cost is shown in cost.csv. It is necessary to minimise the total cost while satisfying that all customers are served.",Large_Scale_Or_Files/Other_example/5/cost.csv,"**Objective Function:** 
\[
\min Z = 20\,000\,y_{1} + 30\,000\,y_{2} +25\,000\,y_{3}
+ \sum_{i=1}^{3}\sum_{j=1}^{4} c_{ij}\,x_{ij}
\]

**Assignment Constraints:** 
\[
x_{11} + x_{21} + x_{31} = 1
\] 
\[
x_{12} + x_{22} + x_{32} = 1
\] 
\[
x_{13} + x_{23} + x_{33} = 1
\] 
\[
x_{14} + x_{24} + x_{34} = 1
\]

**Linking Constraints:** 
\[
x_{ij} \le y_{i}
\quad \forall\,i=1,2,3,j=1,2,3,4
\]

**Decision Variables:** 
\[
y_{i} \in \{0,1\}, \quad i=1,2,3
\] 
\[
x_{ij} \in \{0,1\}, \quad i=1,2,3,j=1,2,3,4
\]",
"In a regional electricity market, an electric utility is required to make purchasing and scheduling decisions for generation resources for a future planning period. The company has a choice of three main types of generation: coal, gas and renewables. Since contracts with suppliers are usually purchased on a 'lot' basis, where each lot corresponds to a fixed amount of generation and orders must be placed in whole lots, as described in energy.csv, the company needs to meet its total demand (200) and minimize costs.",Large_Scale_Or_Files/Other_example/6/energy.csv,"**Objective Function:** 
\[
\min Z = 40x_{1} + 30x_{2} + 25x_{3}
\]

**Constraint:** 
\[
50x_{1} +30x_{2} +20x_{3}
\ge 200
\]

**Decision Variables:** 
\[
x_{i} \in \mathbb{R}, \quad i = 1,2,3
\]",
"A factory produces five products (P1-P5), each of which needs to be purchased in batches of a fixed 10 units each. The production of each unit consumes resources R1-R3, respectively; the total supply of resources is finite;The total amount of resource R1 is 300, the total amount of resource R2 is 250 , and the total amount of resource R3 is 200 and there is an upper demand for each product, with product information in project.csv. The objective is to maximize the total profit while satisfying the resource and demand constraints.",Large_Scale_Or_Files/Other_example/7/project.csv,"**Objective Function:** 
\[
\max Z = 500x_{1} + 600x_{2} +400x_{3} + 300x_{4} +200x_{5}
\]

**Constraints:** 
\[
20x_{1} + 40x_{2} + 10x_{3} + 30x_{4} + 20x_{5} \le300
\] 
\[
30x_{1} + 10x_{2} + 20x_{3} + 20x_{4} + 10x_{5} \le250
\] 
\[
10x_{1} + 20x_{2} + 30x_{3} + 20x_{4} + 10x_{5} \le 200
\] 
\[
x_{1} \le 10
\] 
\[
x_{2} \le 8
\] 
\[
x_{3} \le 6
\] 
\[
x_{4} \le 5
\] 
\[
x_{5} \le 4
\]

**Decision Variables:** 
\[
x_{i} \in \mathbb{Z}, \quad i = 1,2,3,4,5
\]",
"There are 8 courses, each of which consumes a certain number of credits and brings in interest points. The student credit limit is 12 and specific course information is available at course.csv. Courses need to be selected to maximize the total interest points without exceeding the credit limit.",Large_Scale_Or_Files/Other_example/8/course.csv,"**Objective Function:** 
\[
\max Z = 8u_{1} + 7u_{2} + 6u_{3} + 9u_{4} + 5u_{5} + 6u_{6} + 4u_{7} + 8u_{8}
\]

**Constraint:** 
\[
3u_{1} + 4u_{2} + 2u_{3} + 3u_{4} + 4u_{5} + 3u_{6} + 2u_{7} + 3u_{8}
\le 12
\]

**Decision Variables:** 
\[
u_{i} \in \{0,1\}, \quad i = 1,2,\dots,8
\]",
"There are 2 source locations (S1,S2) and 3 demand locations (D1-D3). Each truck is loaded with 10 units of cargo and can only be dispatched in whole trucks (integer trips).S1 can supply 100 units of cargo and S2 can supply 150 units of cargo.D1 needs 80 units of cargo, D2 needs 120 units of cargo and D3 needs 50 units of cargo. The unit costs for each truch in different routes are known in cost.csv. The cost in the table represents the cost per cargo. The source of goods is constrained and the demand is fixed. Our goal is to meet all demands and minimize the total transportation cost, which is measured in units of each cargo.",Large_Scale_Or_Files/Other_example/9/cost.csv,"**Objective Function:** 
\[
\min Z = 100x_{11} +120x_{12} +130x_{13}
+110x_{21} + 115x_{22} +105x_{23}
\]

**Constraints:** 
\[
10x_{11} + 10x_{21} = 80
\] 
\[
10x_{12} + 10x_{22} = 120
\] 
\[
10x_{13} + 10x_{23} = 50
\] 
\[
10\bigl(x_{11} + x_{12} + x_{13}\bigr) \le 100
\] 
\[
10\bigl(x_{21} + x_{22} + x_{23}\bigr) \le 150
\]

**Decision Variables:** 
\[
x_{ij} \in \mathbb{Z}, \quad i = 1,2, j = 1,2,3
\]",
"A factory has three machining machines - M1, M2, and M3 - that are required to complete three separate tasks A, B, and C. Each task can only be completed on one machine at a time, and the machining costs vary depending on the machine and the task, as specified in cost.csv. The decision maker needs to select a machine for each task that minimises the total machining cost for all tasks. The decision maker needs to select one machine for each task to minimise the total machining cost for all tasks.",Large_Scale_Or_Files/Other_example/10/cost.csv,"**Objective Function:** 
\[
\min Z =\; 10x_{11} + 20x_{12} + 15x_{13}
+12x_{21} + 18x_{22} + 17x_{23}
+20x_{31} + 25x_{32} + 19x_{33}
\]

**Assignment Constraints:** 
\[
x_{11} + x_{21} + x_{31} = 1
\] 
\[
x_{12} + x_{22} + x_{32} = 1
\] 
\[
x_{13} + x_{23} + x_{33} = 1
\]
\[
x_{11} + x_{12} + x_{13} = 1
\] 
\[
x_{21} + x_{22} + x_{23} = 1
\] 
\[
x_{31} + x_{32} + x_{33} = 1
\]
**Decision Variables:** 
\[
x_{ij} \in \{0,1\}, \quad i=1,2,3, j=1,2,3
\]",
"ElectroTech Manufacturing seeks to optimize its supply chain network. The company currently operates one factory at A1 and considers expanding to locations A2-A5, with parameters defined in facility_costs.csv. Distribution centers B1-B3 have fixed demands (demand_requirements.csv), and shipping costs between facilities are specified in shipping_costs.csv. The goal is to determine where to build new factories and how to route shipments to minimize total costs while meeting all demand.","Large_Scale_Or_Files/Other_example/model8/facility_costs.csv
Large_Scale_Or_Files/Other_example/model8/shipping_costs.csv
Large_Scale_Or_Files/Other_example/model8/demand_requirements.csv","#### Decision Variables
- $y_k \in \{0,1\}$: 1 if factory built at $k \in \{A2,A3,A4,A5\}$, else 0
- $x_{ij} \geq 0$: Units shipped from $i \in \{A1,A2,A3,A4,A5\}$ to $j \in \{B1,B2,B3\}$

#### Objective Function
$\min \ 175y_{A2} + 300y_{A3} + 375y_{A4} + 500y_{A5} +$
$\quad \quad 8x_{A1B1} + 4x_{A1B2} + 3x_{A1B3} +$
$\quad \quad 5x_{A2B1} + 2x_{A2B2} + 3x_{A2B3} +$
$\quad \quad 4x_{A3B1} + 3x_{A3B2} + 4x_{A3B3} +$
$\quad \quad 9x_{A4B1} + 7x_{A4B2} + 5x_{A4B3} +$
$\quad \quad 10x_{A5B1} + 4x_{A5B2} + 2x_{A5B3}$

#### Constraints
**1. Production Capacity** 
$\quad \quad \sum_{j} x_{A1j} \leq 30$ 
$\quad \quad \sum_{j} x_{A2j} \leq 10y_{A2}$ 
$\quad \quad \sum_{j} x_{A3j} \leq 20y_{A3}$ 
$\quad \quad \sum_{j} x_{A4j} \leq 30y_{A4}$ 
$\quad \quad \sum_{j} x_{A5j} \leq 40y_{A5}$ 

**2. Demand Satisfaction** 
$\quad \quad \sum_{i} x_{iB1} = 30$ 
$\quad \quad \sum_{i} x_{iB2} = 20$ 
$\quad \quad \sum_{i} x_{iB3} = 20$ 

**3. Integrality** 
$\quad \quad x_{ij} \geq 0, \quad y_k \in \{0,1\}$",
